Delivery_Contractor,Property_ID,Postcode_1,Participant_Age,EmployStatus,EmployType,HouseIncome,Date_Contact,Tenure,Tenure_Length,Social_Group,HP_Awareness,Reason_Sustainability,Sustainability_exp,Reason_Future,Future_exp,Reason_Upgrade,Upgrade_exp,Reason_Building,Building_exp,Reason_Financial,Financial_exp,Reason_Technology,Technology_exp,Reason_Research,Research_exp,Reason_Planned,Planned_exp,Reason_Replacement,Replacement_exp,Reason_Other,Other_exp,Date_Survey,Name_Survey,House_Type,House_Form_x,House_Env,House_Age_x,House_SAP,No_Adults,No_Child,No_Storeys,Total_Floor_Area,Habitable_Rooms,Bedrooms,Heated_rooms,Floor_Height,Wall_Type,Floor_Type,Roof_Type,Glazed_Type,Mains_Gas_Flag,Main_Fuel,Heat_Primary_Source,Heat_Secondary_Source,TS_Existing,TS_Existing_Size,No_Underfloor,Existing_Fires,Existing_Cooking,Outside_Space,Outside_Access,Elec_currentuse,Gas_currentuse,MCS_SHLoad,MCS_Hloss,MCS_SHAnnual,MCS_DHWAnnual,MCS_Immersion,MCS_Flow_Temp_x,MCS_SCOP_x,Suit_ASHP,Suit_GSHP,Suit_HTASHP,Suit_Hybrid,HP_Recommend,HP_NoRec_R1,HP_NoRec_R2,Measures_Recommend,EstCost_System,EstCost_Ancillary,EstCost_Running,EstCost_Etariff,EstCost_Gtariff,Part_Install_Decision,Part_No_Reason1,Part_No_Reason2,Date_Installation,Name_Install,HP_Installed_x,HP_Installed_Detail,HP_Brand_x,HP_Model_x,HP_Size_kW_x,HP_Refrigerant_x,GSHP_Space,TS_Type,TS_Water_Size,TS_PCM_Size,HP_Control_Zones,Measures_emitters_LT,Measures_emitters_Std,Measures_Fanassist,HP_Aesthetic,HP_Noise,Cooling,Cooling_Rooms,Fires_replaced,Cook_Replaced,Gas_disconnect,Measures_Loft,Measures_Windows,Measures_Doors,Measures_WI,Measures_DP,Cost_HP,Cost_TS,Cost_Install,Cost_Emitters,Cost_Cooling,Cost_LI,Cost_WI,Cost_Window,Cost_Door,Cost_DP,Install_time_HP,Install_time_measures,Comment,Included_SPF_analysis,Excluded_SPF_analysis_reason,Postcode,House_Form_y,House_Age_y,HP_Installed_y,HP_Brand_y,HP_Model_y,HP_Size_kW_y,HP_Refrigerant_y,Whole_dataset_start,Whole_dataset_end,Whole_dataset_duration_days,Cleansed_dataset_start,Cleansed_dataset_end,Cleansed_dataset_duration_days,Selected_window_start,Selected_window_end,Max_quality_score_selected_window,Mean_quality_score_selected_window,SPFH2_selected_window,SPFH3_selected_window,SPFH4_selected_window,Whole_System_Energy_Consumed_selected_window,HP_Energy_Output_selected_window,IH_Energy_Consumed_selected_window,BUH_Energy_Consumed_selected_window,CP_Energy_Consumed_selected_window,Boiler_Energy_Output_selected_window,Difference_SPFH2_SCOP,Proportional_difference_SPFH2_SCOP,Ratio_SPFH2_SCOP,Mean_annual_SH_flow_temp_selected_window,Mean_annual_HW_flow_temp_selected_window,Mean_annual_Return_temp_selected_window,Winter_mean_SH_flow_temp_selected_window,Winter_mean_return_temp_selected_window,Max_SH_flow_temp_selected_window,Flow_>65C_flag_selected_window,Proportion_flow_>65C_selected_window,Temp_cleaning_outcome,SW_proportion_complete_Whole_System_Energy_Consumed,SW_proportion_complete_HP_Energy_Output,SW_proportion_complete_IH_Energy_Consumed,SW_proportion_complete_BUH_Energy_Consumed,SW_proportion_complete_CP_Energy_Consumed,SW_proportion_complete_Boiler_Energy_Output,Acceptable_windows_count,Acceptable_windows_SPFH2_mean,Acceptable_windows_SPFH2_std,Acceptable_windows_SPFH2_median,Acceptable_windows_SPFH3_mean,Acceptable_windows_SPFH3_std,Acceptable_windows_SPFH3_median,Acceptable_windows_SPFH4_mean,Acceptable_windows_SPFH4_std,Acceptable_windows_SPFH4_median,MCS_Flow_Temp_y,MCS_SCOP_y,Included_coldest_day_analysis,Coldest_day_start,Coldest_day_COPH4,Coldest_day_External_Air_Temp_mean,Coldest_day_External_Air_Temp_max,Coldest_day_External_Air_Temp_min,Coldest_day_Internal_Air_Temp_mean,Coldest_day_Internal_Air_Temp_max,Coldest_day_Internal_Air_Temp_min,Coldest_day_Whole_System_Energy_Consumed,Coldest_day_HP_Energy_Output,Coldest_day_IH_Energy_Consumed,Coldest_day_BUH_Energy_Consumed,Coldest_day_CP_Energy_Consumed,Coldest_day_Boiler_Energy_Output,CD_proportion_complete_Whole_System_Energy_Consumed,CD_proportion_complete_HP_Energy_Output,CD_proportion_complete_IH_Energy_Consumed,CD_proportion_complete_BUH_Energy_Consumed,CD_proportion_complete_CP_Energy_Consumed,CD_proportion_complete_Boiler_Energy_Output
Warmworks,EOH0011,EH5,45.0,Working Full time (>30hrs),Professional,"50,001+",2020-07-06T00:00:00.000Z,Owner-Occupied,8.0,AB,4.0,Yes,,Yes,,No,,No,,No,,No,,No,,No,,Yes,,No,,29/07/2020,Everwarm,House,End-Terrace,Suburban,1919-1944,D,2.0,0.0,3.0,157.65,6.0,3.0,6.0,2.616666667,Cavity_No_insulation,Solid,Pitched,Double,Yes,Gas,Gas Boiler - Standard,,Water,Normal (90-130l),0.0,0.0,0.0,Yes - Borehole,Yes,3641.0,17522.0,,,,,,,,No,Yes with additional measures,Yes with additional measures,No,None - Installation not recommended,Technical_Size,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OVO,EOH0012,SO40,48.0,Working Full time (>30hrs),Professional,"40,001 - 50,000",2020-12-08T00:00:00.000Z,Owner-Occupied,7.0,C1,4.0,Yes,,Yes,I am very keen to get a battery to supplement my solar PV system which means I wouldnt be able to afford to deal with the heating for quite some time. This would allow me to minimise my environmental impact massively.,No,,No,,Yes,This is the only way I could do it,No,,Yes,This is key as without evidence new technology will not catch on as quickly as it should.,No,,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OVO,EOH0013,BN14,54.0,Working Full time (>30hrs),Professional,"50,001+",2021-04-17T00:00:00.000Z,Owner-Occupied,15.0,AB,4.0,Yes,I am very concerned about the climate crisis and want to play my part in doing something about it by moving to sustainable heating.,Yes,We are all electric and I want to move to low carbon technology - I do not want to install gas or any other fossil fuel-dependent system.,Yes,Our electricity bill is currently over ï¿½3000 a year and a heat pump will save us a significant amount of money.,No,,Yes,"Our bills and outgoings are high and it will be very helpful to have the system free of charge. We will need to pay for radiators to be installed, so any savings we can make will be significant for us.",Yes,The technology looks fascinating and I like the idea of installing a cutting-edge system into our 1930s bungalow.,Yes,I am happy to support anything that will encourage more people to take up low carbon technologies. As a scientist I am also keen to help with research projects.,Yes,I have looked into this and a heat pump is my technology of choice. Solar panels will not provide enough energy for us.,Yes,We have got electric heaters but they are very expensive and the cost is proving unusustainable for us.,No,This questionnaire has covered all my reasons really well!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E.ON,EOH0014,NE6,63.0,Working Full time (>30hrs),Skilled Manual Worker,"30,001 - 40,000",2021-04-08T00:00:00.000Z,Owner-Occupied,0.9,C2,2.0,YES,,NO,,YES,,NO,,NO,,YES,,NO,,NO,,NO,,NO,,12/04/2021,Phoenix,House,Semi-Detached,Urban,1950 - 1966,D,1.0,0.0,1.0,85.0,4.0,2.0,7.0,2.6,Cavity_Insulated,Suspended,Pitched,Double,Yes,Gas,Gas Boiler - Combi,Fire - Gas,,,0.0,1.0,1.0,No,No,1976.0,14600.0,5.637,66.32,11297.8,2674.0,0.0,49.0,3.03,No,No,No,Yes,Hybrid,,,Loft insulation,10232.46,500.0,637.0,14.3,3.8,Yes,,,22/06/2021,Phoenix,Hybrid,Separate_New Boiler,Daikin,EHY2KOMB32AA,4.0,R32,,,,,1.0,7.0,0.0,0.0,none,none,No,0.0,0.0,0.0,No,Yes,0.0,0.0,,no,5912.2,,,2685.0,0.0,500.0,0.0,0.0,0.0,0.0,3.0,0.5,,True,,NE6,Semi-Detached,1950 - 1966,Hybrid,Daikin,EHY2KOMB32AA,4.0,R32,2021-06-22T14:30:00.000Z,2022-12-29T16:26:00.000Z,555.08,2021-08-29T00:00:00.000Z,2022-12-29T16:26:00.000Z,487.68,2021-08-29T00:00:00.000Z,2022-08-29T00:00:00.000Z,3.3,0.8,2.531,2.531,2.076,1908.84,3962.69,0.0,0.0,343.42,3959.46,-0.499,-16.46,1.2,41.46,41.46,35.04,41.69,35.87,56.32,False,0.0,cleaned,0.972,0.972,,,0.972,0.895,114.0,2.37,0.089,2.362,2.37,0.089,2.362,1.887,0.105,1.877,49.0,3.03,False,2022-12-13T00:00:00.000Z,0.02,-5.52,-2.97,-7.94,16.39,19.59,14.42,3.51,0.07,0.0,0.0,1.56,77.82,1.0,1.0,,,1.0,1.0
Warmworks,EOH0015,TD4,85.0,Retired,Pensioner,Prefer not to say,2020-07-22T00:00:00.000Z,Rented (Social),20.0,DE,1.0,No,,No,,No,,No,,No,,No,,No,,No,,No,,Yes,Referred by Housing Association,28/08/2020,Warmworks,House,Semi-Detached,Suburban,1945-1964,F,1.0,0.0,2.0,69.3,3.0,2.0,3.0,2.3,Cavity_Insulated,Suspended,Pitched,Double,No,Electricity,Electric - Direct,Electric - Direct,Water,Normal (90-130l),0.0,0.0,0.0,No,No,,,,,,,,,,Yes,No,Yes,No,ASHP,,,,,,,,,No,Practical_DisruptionWorks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E.ON,EOH0016,NE7,58.0,Retired,Pensioner,"40,001 - 50,000",2021-02-19T00:00:00.000Z,Owner-Occupied,26.0,DE,4.0,YES,,NO,,NO,,NO,,NO,,YES,,NO,,NO,,NO,,NO,,25/02/2021,Phoenix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Practical_DisruptionWorks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E.ON,EOH0017,NE7,77.0,Retired,Pensioner,Prefer not to say,2021-03-30T00:00:00.000Z,Owner-Occupied,3.0,DE,2.0,YES,,NO,,NO,,NO,,YES,potential for bill savings,NO,,NO,,NO,,NO,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E.ON,EOH0018,NE15,85.0,Retired,Pensioner,"25,001 - 30,000",2020-10-12T00:00:00.000Z,Owner-Occupied,30.0,DE,4.0,NO,,NO,,YES,,NO,,NO,,YES,,NO,,NO,,NO,,NO,,09/11/2020,Phoenix,House,Detached,Suburban,1983 - 1990,,2.0,0.0,1.0,100.0,5.0,3.0,6.0,2.3,Cavity_Insulated,Suspended,Pitched,Double,Yes,Gas,Gas Boiler - Combi,,,,0.0,0.0,0.0,No,No,2492.0,7797.0,5.386,53.86,13051.0,3566.0,0.0,55.0,2.96,Yes,No,Yes,Yes with additional measures,Hybrid,,,Loft Insulation,9875.86,200.0,654.0,14.3,3.8,Yes,,,19/12/2020,Phoenix,Hybrid,Separate_New Boiler,Daikin,EHY2KOMB28AA,4.0,R32,,,,,1.0,8.0,0.0,0.0,none,none,No,0.0,0.0,0.0,No,Yes,0.0,0.0,,no,5739.82,,,2500.86,0.0,500.0,0.0,0.0,0.0,0.0,2.0,0.5,,True,,NE15,Detached,1983 - 1990,Hybrid,Daikin,EHY2KOMB28AA,4.0,R32,2020-12-19T10:40:00.000Z,2023-09-29T00:00:00.000Z,1013.56,2020-12-19T10:44:00.000Z,2023-09-28T23:58:00.000Z,1013.55,2021-04-17T00:00:00.000Z,2022-04-17T00:00:00.000Z,2.0,0.0,4.023,4.023,3.788,2384.79,9033.81,0.0,0.0,139.08,4534.93,1.063,35.9,0.74,39.42,39.42,34.37,40.31,35.22,64.65,True,1e-05,cleaned,0.999,0.999,,,0.999,0.92,331.0,4.278,0.342,4.088,4.278,0.342,4.088,4.015,0.294,3.849,55.0,2.96,False,2022-12-13T00:00:00.000Z,21.19,-5.52,-2.97,-7.94,20.21,21.0,19.37,3.07,65.05,0.0,0.0,1.33,63.94,1.0,1.0,,,1.0,1.0
E.ON,EOH0019,NE13,61.0,Working Full time (>30hrs),Manager,Prefer not to say,2020-11-07T00:00:00.000Z,Owner-Occupied,8.0,AB,2.0,YES,,NO,,NO,,,,NO,,NO,,NO,,NO,,NO,,NO,,23/11/2020,Phoenix,House,Detached,Urban,1950 - 1966,,2.0,0.0,1.0,80.0,3.0,2.0,7.0,2.4,Cavity_No_insulation,Suspended,Pitched,Double,Yes,Gas,Gas Boiler - Combi,Fire - Wood,,,0.0,0.0,1.0,No,No,,,,,,,,,,No,No,No,,None - Installation not recommended,Practical_SpaceExternal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OVO,EOH0020,HP5,48.0,Working Part time,Professional,"20,001 - 25,000",2020-07-02T00:00:00.000Z,Owner-Occupied,1.0,C2,1.0,Yes,Iï¿½d love to have a greener heating system in my house and Iï¿½d also like for my house to be as well insulated as possible to reduce waste.,Yes,I think itï¿½s important for as many people as possible to be working towards a cleaner future.,Yes,I like the sound of air rather than gas being used to provide heat & hot water to my home.,No,,Yes,This isnï¿½t something I could possibly afford to pay for at the moment.,Yes,I feel that our current methods of heating our homes have been around for a very long time. Technology has moved on so fast in recent years it feels right for these systems to move on too.,Yes,The more research is done on these systems the quicker it can be rolled out to more people,No,,No,,No,,01/02/2021,Retrofitworks,House,End-Terrace,Suburban,1965-1980,,1.0,1.0,2.0,87.07,5.0,3.0,7.0,2.4,Cavity_Insulated,Solid,Pitched,Double,Yes,Gas,Gas Boiler - Combi,,,,0.0,0.0,0.0,No,No,,,,,,,,,,,,,,,,,,,,,,,No,Economic_RunningCosts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Warmworks,EOH0021,EH16,31.0,Working Full time (>30hrs),Professional,"50,001+",2020-07-17T00:00:00.000Z,Owner-Occupied,,AB,3.0,Yes,,No,,No,,No,,No,,Yes,,Yes,,No,,No,,No,,01/10/2020,Warmworks,House,Detached,Suburban,1991-2000,C,2.0,0.0,2.0,119.98,6.0,4.0,6.0,,Cavity_Insulated,Suspended,Pitched,Double,Yes,Gas,Gas Boiler - Standard,,Water,Large (> 170l),0.0,0.0,1.0,Yes - Borehole,Yes,,,7.0,65.8,15419.0,4495.0,156.0,50.0,3.81,Yes,Yes,Yes,Yes,GSHP,,,,,,1144.0,16.36,,Yes,,,16/08/2021,mcinnesplumbing,ASHP,,Mitsubishi,PUZ-WM85VAA-BS,8.5,R32,0.0,Water_New,200.0,,1.0,8.0,,0.0,,Low Noise Heat Pump,No,0.0,0.0,0.0,No,No,0.0,0.0,,No,8575.74,3454.91,1610.23,2164.61,,,,,,,2.0,0.0,,True,,EH16,Detached,1991-2000,ASHP,Mitsubishi,PUZ-WM85VAA-BS,8.5,R32,2021-08-17T15:30:00.000Z,2023-09-28T23:58:00.000Z,772.35,2021-08-17T15:32:00.000Z,2023-09-28T23:56:00.000Z,772.35,2022-05-03T00:00:00.000Z,2023-05-03T00:00:00.000Z,2.0,0.061,3.369,3.337,2.81,3304.87,9248.67,37.07,0.0,522.53,,-0.441,-11.58,1.13,33.97,36.94,32.12,35.86,33.78,60.22,False,0.0,cleaned,0.971,0.961,0.971,,0.971,,360.0,3.39,0.028,3.382,3.359,0.026,3.348,2.832,0.022,2.824,50.0,3.81,True,2022-12-13T00:00:00.000Z,2.186,-6.42,-2.6,-8.37,17.04,19.37,14.5,50.1,109.51,0.0,0.0,4.06,,1.0,1.0,1.0,,1.0,
E.ON,EOH0022,NE39,46.0,Working Full time (>30hrs),Professional,"50,001+",2021-03-17T00:00:00.000Z,Owner-Occupied,4.0,AB,2.0,NO,,NO,,NO,,NO,,NO,,YES,,NO,,NO,,NO,,NO,,17/03/2021,Phoenix,House,Detached,Urban,1900 - 1929,,2.0,0.0,2.0,239.0,6.0,4.0,8.0,2.3,Solid_No_insulation,Solid,Pitched,Double,No,Oil,Oil Boiler - Standard,Fire - Wood,Water,110,0.0,0.0,0.0,Yes,No,,,,,,,,,,No,No,No,No,None - Installation not recommended,Technical_Size,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E.ON,EOH0023,NE15,45.0,Working Full time (>30hrs),Professional,"50,001+",2021-02-02T00:00:00.000Z,Owner-Occupied,3.0,C1,4.0,YES,,NO,,NO,,NO,,YES,potential for bill savings,NO,,NO,,NO,,NO,,NO,,16/02/2021,Phoenix,House,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,None - Installation not recommended,Technical_Size,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E.ON,EOH0024,NE13,33.0,Working Full time (>30hrs),Professional,"40,001 - 50,000",2020-11-25T00:00:00.000Z,Owner-Occupied,2.0,C1,1.0,NO,,NO,,YES,,NO,,NO,,YES,,NO,,NO,,NO,,NO,,18/12/2020,Phoenix,House,Detached,Urban,1976 - 1982,D,2.0,1.0,2.0,122.0,6.0,3.0,8.0,2.3,Cavity_Insulated,Mix,Pitched,Double,Yes,Gas,Gas Boiler - Standard,Fire - Wood,Water,110,0.0,0.0,1.0,No,No,4218.0,11358.0,,,,,,,,,,,,None - Installation not recommended,Programme_TargetMet,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OVO,EOH0025,ME15,36.0,Working Full time (>30hrs),Supervisor,"30,001 - 40,000",2021-03-24T00:00:00.000Z,Owner-Occupied,5.0,C1,2.0,Yes,,Yes,,Yes,,No,,Yes,,Yes,,Yes,,Yes,,Yes,,No,,22/03/2021,Retrofitworks,House,Mid-Terrace,Suburban,2001+,,2.0,2.0,2.0,80.0,5.0,3.0,5.0,2.4,Cavity_Insulated,Solid,Pitched,Double,No,Electricity,Electric - Direct,,Water,,0.0,0.0,0.0,No,No,,,4.63,67.47,8218.0,2292.0,82.0,50.0,3.58,Yes,No,Yes,Yes,ASHP,,,,11072.56,0.0,431.66,15.0,,Yes,,,31/03/2021,Ecolution Group,ASHP,,Mitsubishi,PUZ-WM50VAA,5.0,R32,,Water_New,170.0,,1.0,0.0,0.0,0.0,,Low Noise Heat Pump,No,0.0,0.0,0.0,No,No,0.0,0.0,,No,5693.14,1855.92,3523.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,,False,Less than 1yr data available,ME15,Mid-Terrace,2001+,ASHP,Mitsubishi,PUZ-WM50VAA,5.0,R32,2021-04-15T13:04:00.000Z,2022-03-31T23:58:00.000Z,350.45,2021-04-15T13:06:00.000Z,2022-03-31T23:56:00.000Z,350.45,,,,,,,,,,,,,,,,,,,,,,,,,cleaned,,,,,,,,,,,,,,,,,50.0,3.58,True,2022-01-18T00:00:00.000Z,2.827,1.44,5.3,-3.4,19.16,21.09,17.27,15.42,43.6,0.0,0.0,0.26,,1.0,1.0,1.0,,1.0,
E.ON,EOH0026,NE3,49.0,Working Full time (>30hrs),Professional,"40,001 - 50,000",2021-03-17T00:00:00.000Z,Owner-Occupied,0.9,C1,2.0,YES,,NO,,NO,,NO,,YES,Government grant / free,YES,,NO,,NO,,NO,,NO,,17/03/2021,Phoenix,House,Detached,Urban,1983 - 1990,C,1.0,1.0,2.0,87.0,4.0,3.0,9.0,2.3,Cavity_Insulated,Suspended,Pitched,Double,Yes,Gas,Gas Boiler - Standard,Fire - Electric,Water,110,0.0,0.0,0.0,No,No,,,5.49,63.09,10989.3,4122.0,607.0,53.0,3.22,Yes with additional measures,No,Yes,No,ASHP,,,Loft Insulation,12232.98,500.0,807.0,14.3,3.8,Yes,,,07/05/2021,Aaron Services,ASHP,,Daikin,EDLQ07CAV8,7.0,R410A,,Water_new,200.0,,1.0,9.0,0.0,0.0,none,none,No,0.0,0.0,0.0,No,Yes,0.0,0.0,,no,5648.01,1752.0,,3055.06,0.0,500.0,0.0,0.0,0.0,0.0,4.0,0.5,,True,,NE3,Detached,1983 - 1990,ASHP,Daikin,EDLQ07CAV8,7.0,R410A,2021-05-05T14:20:00.000Z,2023-09-28T23:58:00.000Z,876.4,2021-05-06T00:00:00.000Z,2023-09-28T23:56:00.000Z,876.0,2022-07-23T00:00:00.000Z,2023-07-23T00:00:00.000Z,1.0,0.0,2.858,2.808,2.724,5231.91,14116.03,135.8,0.0,156.16,,-0.362,-11.26,1.13,37.76,38.26,34.37,38.25,34.94,55.96,False,0.0,cleaned,0.999,0.999,0.999,,0.999,,510.0,2.84,0.016,2.836,2.798,0.014,2.802,2.717,0.013,2.722,53.0,3.22,True,2022-12-13T00:00:00.000Z,2.367,-5.52,-2.97,-7.94,13.19,13.96,12.49,34.98,78.69,4.13,0.0,1.04,,1.0,1.0,1.0,,1.0,
E.ON,EOH0027,NE5,26.0,Working Full time (>30hrs),Professional,"40,001 - 50,000",2021-07-01T00:00:00.000Z,Owner-Occupied,0.9,C1,2.0,NO,,NO,,YES,broken boiler,NO,,NO,,YES,,NO,,NO,,NO,,NO,,30/06/2021,Energist,House,Semi-Detached,Urban,1930 - 1949,D,2.0,0.0,2.0,90.0,4.0,2.0,7.0,2.5,Cavity_Insulated,Solid,Pitched,Double,Yes,Gas,Gas Boiler - Combi,,,,0.0,0.0,1.0,No,No,,,5.709,63.43,16576.0,2098.0,0.0,45.0,3.77,Yes,No,Yes,Yes,ASHP,,,None Required,12817.07,,793.0,12.9,3.4,Yes,,,23/07/2021,Energist,HT_ASHP,,Vaillant,VWL 55/6 A 230V S2,5.0,R290,,Water_new,150.0,,1.0,7.0,0.0,0.0,none,none,No,0.0,0.0,0.0,No,No,0.0,0.0,,no,5335.0,1701.71,,2315.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,,False,Quality score outside threshold,NE5,Semi-Detached,1930 - 1949,HT_ASHP,Vaillant,VWL 55/6 A 230V S2,5.0,R290,2021-07-26T11:06:00.000Z,2023-07-27T13:18:00.000Z,731.09,2021-08-06T00:00:00.000Z,2023-07-27T13:16:00.000Z,720.55,2021-12-31T00:00:00.000Z,2022-12-31T00:00:00.000Z,4.0,2.242,2.858,2.858,2.759,2501.24,6900.68,0.0,0.0,86.61,,,,,40.96,41.43,34.64,40.82,35.08,55.26,False,0.0,cleaned,0.252,0.252,,,0.252,,88.0,2.826,0.018,2.818,2.826,0.018,2.818,2.729,0.018,2.722,45.0,3.77,True,2023-01-16T00:00:00.000Z,2.408,-2.4,0.27,-5.71,15.56,16.29,14.98,22.73,54.72,0.0,0.0,0.83,,1.0,1.0,,,1.0,
E.ON,EOH0028,NE7,42.0,Working Full time (>30hrs),Professional,"50,001+",2020-10-02T00:00:00.000Z,Owner-Occupied,10.0,AB,4.0,YES,,NO,,NO,,NO,,NO,,YES,,NO,,NO,,NO,,NO,,09/10/2020,Phoenix,House,Semi-Detached,Urban,1930 - 1949,,2.0,2.0,2.0,142.0,5.0,3.0,11.0,2.4,Cavity_Insulated,Suspended,Pitched,Double,Yes,Gas,Gas Boiler - Combi,,,,0.0,0.0,0.0,No,No,,,,,,,,,,No,No,No,No,None - Installation not recommended,Practical_Noise,Technical_Comfort,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E.ON,EOH0029,NE28,,Working Full time (>30hrs),Skilled Manual Worker,"40,001 - 50,000",2021-08-12T00:00:00.000Z,Owner-Occupied,6.0,C2,5.0,NO,,NO,,NO,,NO,,NO,,YES,,NO,,NO,,NO,,NO,,26/08/2021,Energist,House,Mid-Terrace,Suburban,1983 - 1990,C,2.0,0.0,2.0,69.0,5.0,3.0,8.0,2.4,Cavity_Insulated,Solid,Pitched,Double,Yes,Gas,Gas Boiler - Combi,,,,0.0,0.0,0.0,No,No,,,3.07,54.73,8522.0,3146.0,0.0,45.0,3.77,No,No,Yes,Yes,ASHP,,,None Required,12647.97,,540.0,12.5,4.0,Yes,,,19/09/2021,Energist,HT_ASHP,,Vaillant,VWL 55/6 A 230V S2,5.0,R290,,Water_new,200.0,,1.0,6.0,0.0,0.0,,,No,0.0,0.0,0.0,No,No,0.0,0.0,,no,5589.0,1752.34,,2130.88,0.0,0.0,0.0,0.0,0.0,0.0,3.0,,,False,Less than 1yr data available,NE28,Mid-Terrace,1983 - 1990,HT_ASHP,Vaillant,VWL 55/6 A 230V S2,5.0,R290,2021-11-23T18:02:00.000Z,2022-03-17T00:04:00.000Z,113.25,2021-11-23T18:04:00.000Z,2022-03-17T00:04:00.000Z,113.25,,,,,,,,,,,,,,,,,,,,,,,,,cleaned,,,,,,,,,,,,,,,,,45.0,3.77,True,2022-01-04T00:00:00.000Z,1.93,-0.99,0.59,-3.3,19.29,21.23,17.95,34.84,67.25,0.0,0.0,0.42,,1.0,1.0,,,1.0,
OVO,EOH0030,OX10,44.0,Working Full time (>30hrs),Professional,"50,001+",2020-11-06T00:00:00.000Z,Owner-Occupied,8.0,AB,4.0,Yes,,Yes,,Yes,,No,,Yes,,Yes,,Yes,,Yes,,Yes,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
